,drug_id,identifier
0,2,ABP-494
1,2,BMS 564717
2,2,C-225
3,2,C225
4,2,CMAB-009
5,2,CMAB009
6,2,IMC-225
7,2,IMC-C225
8,2,MOAB C225
9,4,DAB-389IL2
10,4,DAB389 IL2
11,4,DAB389IL2
12,4,LY-335348
13,4,LY335348
14,5,CHS-0214
15,5,DWP-422
16,5,ENIA-11
17,5,GP-2015
18,5,GP2015
19,5,GP2015C
20,5,HD-203
21,5,HD203
22,5,LBEC-0101
23,5,LBEC0101
24,5,SB-4
25,5,SB4
26,6,BG-8967
27,6,BG8967
28,7,CKD-841
29,8,RO 25-8310/000
30,8,RO-25-8310/000
31,8,RO-258310000
32,13,WIN 22005
33,14,"ICI 118,630"
34,14,ICI-118630
35,15,BM 06.022
36,15,BM-06.022
37,15,BM-06022
38,16,BM 06.019
39,17,SMC-021
40,17,SMC021
41,20,B1 61.012
42,20,B1-61012
43,24,GX-30
44,25,BAY 14-2222
45,25,BAY 81-8973
46,25,BAY W 6240
47,25,BAY-14-2222
48,25,BAY-81-8973
49,25,BAY-W-6240
50,25,BAY81-8973
51,29,BRL 26921
52,29,BRL-26921
53,34,RO 22-8181
54,34,RO-22-8181
55,34,RO-228181
56,38,YM 294
57,42,AN-0772
58,42,AN0772
59,46,LY-275585
60,46,LY275585
61,46,SAR-342434
62,46,SAR342434
63,47,HOE 71GT
64,47,HOE 901
65,47,HOE-71GT
66,47,HOE-901
67,47,LY 2963016
68,47,LY-2963016
69,47,LY2963016
70,47,MK-1293
71,47,MYL-1501D
72,48,AA-4500
73,48,AA4500
74,48,PF-5076985
75,49,SR 29142
76,49,SR29142
77,50,SB 75
78,50,SB-75
79,51,ABP-501
80,51,BCD-057
81,51,BI-695501
82,51,BI695501
83,51,CHS-1420
84,51,D2E7
85,51,GP-2017
86,51,GP2017
87,51,LU-200134
88,51,LU200134
89,51,M-923
90,51,M923
91,51,MSB-11022
92,51,MSB11022
93,51,ONS-3010
94,51,SB-5
95,51,SB5
96,52,CB-311
97,52,DA-3002
98,52,LY-137998
99,52,LY137998
100,53,ISU-302
101,55,LY203638
102,57,CYT-099
103,57,CYT-103
104,58,232-924-7
105,65,ABP 710
106,65,ABP-710
107,65,BOW-015
108,65,BOW015
109,65,CT-P-13
110,65,CT-P13
111,65,GP 1111
112,65,GP-1111
113,65,PF-06438179
114,65,TA-650
115,70,HYO-6A
116,70,HYO6A
117,72,4D5V8
118,72,ABP 980
119,72,ABP-980
120,72,DMB-3111
121,72,EG-12014
122,72,EG12014
123,72,R-597
124,72,SB-3
125,72,SYD-977
126,72,SYD977
127,73,GP2013
128,73,IDEC-102
129,73,IDEC-C2B8
130,73,PF 05280586
131,73,PF-05280586
132,73,RG-105
133,74,CHI-621
134,74,SDZ-CHI-621
135,78,IDEC-129
136,78,IDEC-Y2B8
137,80,LY 146032
138,80,LY-146032
139,80,LY-164032
140,82,B-2036-PEG
141,82,B2036-PEG
142,83,AGN 191622
143,83,ANT-1207
144,83,ANT-1401
145,83,ANT-1403
146,83,CNT 52120
147,83,NT 201
148,85,EUR-1008
149,85,EUR-1066
150,85,SA-001
151,89,CYT-356
152,89,Cytogen 356
153,91,27-400
154,91,Antibiotic S 7481F1
155,91,Antibiotic S-7481F1
156,91,NOVA-22007
157,91,NSC-290193
158,91,OL-27-400
159,91,SANG-35
160,91,SDZ-OXL-400
161,92,ASP0485
162,92,BG-9273
163,92,BG-9712
164,92,BG9273
165,92,BG9712
166,92,LFA-3CD2
167,92,LFA-3TIP
168,92,LFA3TIP
169,95,HU-1124
170,95,HU1124
171,102,GEM 21S
172,102,GEM-21S
173,102,RWJ 60235
174,102,RWJ-60235
175,104,DRG-0115
176,104,SMS 201-995
177,104,SMS-201-995
178,104,SMS995-AAA
179,105,99210-65-8
180,105,SCH 30500
181,105,SCH-30500
182,105,YM 14090
183,108,AN100226M
184,109,DP-178
185,109,DP178
186,109,T-20
187,109,T20
188,110,MEDI 493
189,111,RO 24-7375
190,111,RO-24-7375
191,112,ABP 215
192,112,ABP-215
193,112,R-435
194,117,FEMA NO. 3694
195,119,FEMA NO. 2970
196,119,NSC-179
197,120,FEMA NO. 3585
198,125,NSC-206269
199,126,E 300
200,126,E-300
201,126,E300
202,126,FEMA NO. 2109
203,126,INS NO.300
204,126,INS-300
205,126,NSC-218455
206,126,NSC-33832
207,127,NSC-268508
208,128,FEMA NO. 3656
209,130,Fema no. 3684
210,130,NSC-27421
211,131,NSC-20264
212,132,18:3(N-3)
213,132,"FEMA NO. 3380, LINOLENIC ACID-"
214,135,FEMA NO. 3736
215,136,DN-101
216,136,RO 21-5535
217,136,RO-21-5535
218,136,RO-215535
219,137,E 161
220,137,E-161B
221,137,E-161B(I)
222,137,INS NO.161B(I)
223,137,INS-161B(I)
224,139,E363
225,140,E101
226,140,INS NO. 101(I)
227,140,NCI-0033298
228,140,NSC-33298
229,141,NSC-400525
230,141,NSC-524344
231,142,E 620
232,142,E-620
233,142,FEMA NO. 3285
234,142,INS NO.620
235,142,INS-620
236,142,NSC-143503
237,145,FEMA NO. 3287
238,149,FEMA NO. 3297
239,150,NSC-13119
240,151,E 920
241,151,E-920
242,151,E920
243,151,FEMA NO. 3263
244,151,NSC-8746
245,154,DS-107G
246,154,DS107G
247,154,RO 12-1989
248,158,NSC-3073
249,159,EPA 45G
250,160,NSC-206315
251,162,11103-57-4
252,163,E-307A
253,163,INS NO.307A
254,163,INS-307A
255,163,J24.260H
256,168,E-951
257,168,SC-18862
258,169,NSC-375571
259,170,USAF EK-5185
260,172,FEMA NO. 3319
261,172,NSC-46703
262,177,CGP 48933
263,177,CGP-48933
264,178,C09AA05
265,178,HOE 498
266,179,CHX 100
267,179,CHX-100
268,179,INSM-18
269,179,INSM18
270,179,NSC-4291
271,183,AY-6608
272,183,"ICI 50,123"
273,185,Sni 2011
274,186,WY-4036
275,188,BXCL 101
276,188,BXCL-101
277,188,BXCL101
278,188,LDP 341
279,188,LDP-341
280,188,LDP341
281,188,PS 341
282,188,PS-341
283,188,PS341
284,190,MK-486
285,193,CG 315E
286,193,CG-315E
287,193,E-265
288,193,E265
289,193,ETS-6103
290,193,ETS6103
291,193,U-26255A
292,196,"UK-49,858"
293,196,UK-49858
294,198,GS 4104
295,198,GS-4071 ETHYL ESTER
296,198,GS-4104
297,198,GS4104
298,198,HSDB 7433
299,198,RO-64-0796
300,198,RO-640796
301,198,RO64-0796
302,199,NSC-55929
303,201,Fema no. 2224
304,201,NSC-5036
305,203,HIP-0908
306,203,HIP0908
307,204,"UK-68,798"
308,204,UK-68798
309,205,NSC-3061
310,205,RP-4753
311,205,WR-2978
312,206,ENT-50146
313,206,NSC-237659
314,206,NSC-59272
315,207,CP 62993
316,207,"CP-62,993"
317,207,CP-62993
318,207,DRG-0104
319,207,XZ 405
320,207,XZ 450
321,207,XZ-450
322,210,CD 271
323,210,CD-271
324,211,ST 1085
325,211,ST-1085
326,212,Ro 42-5892
327,212,RO-42-5892
328,214,AC-4464
329,214,AC4464
330,214,BM-02.015
331,214,BM-02015
332,214,BM02.015
333,215,Lu 10-171
334,216,"UK-116,044"
335,216,"UK-116,044-04 FREE BASE"
336,216,UK-116044
337,216,UK-116044-04 FREE BASE
338,218,BAY 12-8039
339,220,AG1343
340,221,WIN-3046
341,222,HOE 490
342,222,HOE-490
343,222,HOE490
344,225,S-041
345,227,L-154803
346,227,MK-803
347,227,ML-530B
348,228,Anesthetic 347
349,228,OHIO 347
350,228,R-E-235CA2
351,230,CI 1008
352,230,CI-1008
353,230,PD-144723
354,230,YNP-1807
355,231,WY-3917
356,235,"WIN 47,203-2"
357,236,A-8103
358,236,NSC-25154
359,238,BIRG 0587
360,238,BIRG-0587
361,238,BIRG-587
362,238,NSC-641530
363,239,Ro 13-8996
364,242,RWJ 26251
365,242,RWJ-26251
366,243,CVT-303
367,243,RS-43285-003
368,244,MAX-002
369,244,SPD476
370,245,NK-02
371,246,CP 88059
372,248,FCE 21336
373,248,FCE-21336
374,249,ALLERGAN 211
375,249,ALLERGAN-211
376,249,NSC-39661
377,249,SK&F 14287
378,250,NSC-6091
379,252,NSC-8722
380,253,GSH 1043
381,253,NSC-63278
382,253,U 8471
383,253,U-8471
384,255,RCRA waste number U089
385,257,BAY 5097
386,257,BAY-5097
387,258,E-263
388,258,FEMA NO. 2228
389,258,INS NO.263
390,258,INS-263
391,259,1162 F
392,259,F 1162
393,259,F-1162
394,259,NSC-7618
395,260,NSC-154851
396,260,NSC-76029
397,260,PA 94
398,260,PA-94
399,260,Ro-1-9213
400,261,BL-4162A
401,262,DTI-015
402,262,FDA-0345
403,262,NSC-409962
404,262,SK 27702
405,262,SK-27702
406,262,SRI 1720
407,262,SRI-1720
408,264,CGP-2175
409,266,NSC-17860
410,266,NSC-221570
411,266,NSC-41834
412,267,SCE-1365
413,268,SK&F 101468
414,268,SK&F-101468
415,269,NSC-10108
416,271,NSC-262168
417,273,MCN-4853
418,273,RWJ-17021
419,273,RWJ-17021-000
420,273,USL-255
421,273,USL255
422,274,U-72791
423,275,DE-092
424,275,RNH-6270
425,276,CI-880
426,276,CL-880
427,276,NSC-156303
428,276,NSC-249992
429,276,SN-11841
430,276,SN-21429
431,279,NSC-80203
432,281,ALGRX 3268
433,281,ALGRX-3268
434,281,LSM-3165
435,281,NSC-40030
436,283,HS-592
437,284,Bay g 5421
438,284,BAY-g 5421
439,284,BAY-G-5421
440,284,BAYG5421
441,284,HSDB 7984
442,288,CL 34699
443,288,CL-34699
444,291,CB-1348
445,291,NCI-3088
446,291,NSC-3088
447,293,ZD 1694
448,293,ZD-1694
449,293,ZD1694
450,294,ORG 3236
451,294,ORG-3236
452,295,IDS-NM-009
453,295,N02AA01
454,297,AH 250
455,297,DUR-843
456,297,LAC-43
457,297,SKY 0402
458,297,SKY-0402
459,297,SKY0402
460,297,Win 11318
461,299,BRL-39123
462,300,GS-4331
463,301,BRL 2039
464,301,BRL-2039
465,302,CL 65336
466,302,CL-65336
467,302,RP-18429
468,304,ORG 2969
469,304,ORG-2969
470,305,NSC-26980
471,306,HSDB 3397
472,306,WIN 5095
473,307,LG 100069
474,307,LG-100069
475,307,LG100069
476,307,LGD 1069
477,307,LGD-1069
478,307,LGD1069
479,308,U 70226 E
480,309,Lilly 112531
481,313,44089
482,315,311 C 90
483,315,BW 311 C 90
484,316,NSC-109028
485,316,NSC-3991
486,317,ZD 1839
487,317,ZD-1839
488,317,ZD1839
489,318,IDS-NC-005(SECT.-2)
490,319,BL-P 1908
491,319,CI 867
492,319,CL 227193
493,319,T 1220
494,320,MAP-0004
495,320,MAP0004
496,321,MK 230
497,321,N 750
498,321,Ro 4-1575
499,322,NSC-27640
500,323,RO 40-7592
501,323,RO-40-7592
502,323,RO-407592
503,324,NSC 33001
504,324,U 17323
505,327,IDS-NH-004
506,327,N02AA03
507,327,NSC-19046
508,328,NSC-77541
509,331,LA 6023
510,331,LA-6023
511,334,LY 170053
512,334,LY-170053
513,337,ASM 981
514,337,SDZ ASM 981
515,337,SDZ ASM-981
516,339,D-50
517,339,MK-56
518,339,NSC-14911
519,339,PZA
520,340,60 SJ 1977
521,342,RMI 9918
522,344,MK 240
523,344,MK-240
524,346,SL 77499-10
525,347,A 2297
526,347,J2.519D
527,347,NSC-15799
528,347,NSC-169503
529,348,SC-0735
530,349,H 4723
531,349,H-4723
532,349,HR 376
533,349,HR-376
534,349,LM 2717
535,349,LM-2717
536,350,"U-10,858"
537,350,U-10858
538,351,BDH 1298
539,351,BDH-1298
540,351,NSC-71423
541,351,SC 10363
542,351,SC-10363
543,352,6-TG
544,352,NSC 752
545,352,NSC-752
546,352,NSC-76504
547,352,Wellcome U 3 B
548,353,ME 277
549,355,Corus 1020
550,355,SQ 26776
551,355,SQ-26776
552,356,MI 315
553,356,USAF MA-10
554,357,BA 16038
555,357,C 16038-BA
556,358,RO 21-5998
557,358,RO-215998
558,358,"WR 142,490"
559,360,17528-72-2
560,360,27070-47-9
561,360,Sun 0588
562,361,KW 2307 base
563,362,LY-303366
564,362,LY-307853
565,362,LY-329960
566,362,LY-333006
567,362,LY303366
568,362,VEC
569,362,VER-002
570,363,HF 1854
571,363,HF-1854
572,363,LX 100-129
573,363,W 108
574,364,CGA-6J
575,364,OS 202
576,367,Wy 5104
577,367,WY-5104
578,369,GS 0504
579,369,GS 504
580,369,HPMPC
581,370,Org 3770
582,371,DEA No. 2820
583,372,GS 95
584,372,NSC 130044
585,373,MK 950
586,374,15AU81
587,374,BW 15AU
588,374,LRX 15
589,374,LRX-15
590,374,U 62840
591,374,UT 15
592,374,UT-15
593,375,U 26597 A
594,376,Win 511
595,377,2-Qhbiqo
596,377,RS 25259
597,377,RS 25259-197
598,378,NSC-92336
599,379,Kö 1173
600,380,ADR 529
601,380,ADR-529
602,380,ICRF-187
603,380,NSC 169780
604,380,NSC-169780
605,382,CI 970
606,384,NSC-77625
607,384,SK&F 8542
608,384,SK&F-8542
609,385,AD 32
610,385,AD-32
611,385,NSC 246131
612,385,NSC-246131
613,388,J8.601K
614,389,CG 1
615,390,NSC-95100
616,392,RP-3356
617,392,SC-2538
618,392,W-483
619,393,BAY E 9736
620,393,BAY-E-9736
621,394,SCH 18020W
622,394,SCH 8020W
623,394,SCH-18020W
624,394,SGX-201
625,394,SGX-202
626,394,SGX-203
627,396,BP 14
628,396,NSC-64377
629,396,NSC-9704
630,396,U 3672
631,398,BAY 43-9006
632,398,BAY-43-9006
633,399,CGP 42446
634,399,CGP-42446
635,401,BAY K 5552
636,401,BAY-K-5552
637,402,GSK-1755165
638,404,AZ-002
639,404,TUS-1
640,404,"U 31,889"
641,404,"U-31,889"
642,404,U-31889
643,408,AZ-004
644,408,BRN 0626753
645,408,"CL 62,362"
646,408,CL 62362
647,408,CL 71563
648,408,CL-62362
649,408,HF 3170
650,408,LW 3170
651,408,S 805
652,408,SUM 3170
653,408,SUM-3170
654,409,A 33547
655,409,A-33547
656,409,FLA 731
657,409,FLA-731(-)
658,410,BRL 4910A
659,410,BRL 4910F
660,410,BRL-4910A
661,412,BRL-49653
662,412,TDZ-01
663,413,PNU 98528
664,413,SND 919 Cl 2Y
665,413,SUD 919 CL 24
666,413,U 98528 E
667,414,33006
668,415,AY-6108
669,415,Bayer 5427
670,415,BRL-1341
671,415,NSC-528986
672,415,P-50
673,415,WY 5103
674,416,NSC-36388
675,419,OGT 918
676,419,OGT-918
677,419,SC 48334
678,419,SC-48334
679,419,SC48334
680,420,A 145
681,420,RP 3276
682,420,Wy 1094
683,421,NSC-150399
684,421,SC-9420
685,425,HSDB 7045
686,425,SL 800750
687,425,SL 800750-23N
688,426,AV 42810
689,426,BRL 42810
690,426,BRL-42810
691,429,U 32921 E
692,430,SM-1652
693,433,Bayer A 173
694,433,RP 6140
695,433,SKF 4657
696,434,Fl 5967
697,434,HSp 1229
698,435,OHM-11771
699,436,BE 724-A
700,436,FT 81
701,437,BW 56-158
702,437,NSC-101655
703,437,NSC-1390
704,438,GR 20263
705,440,BW 56-72
706,440,BW-56-72
707,440,NIH-204
708,440,NSC-106568
709,440,Ro 6-2153-12 F
710,441,LY-188011
711,441,LY188011
712,442,BMS-200475-01
713,442,ETV
714,442,SQ34676
715,443,NSC-39470
716,443,SCH 4831
717,443,SCH-4831
718,444,EPT
719,444,PGT
720,444,VM-26
721,444,VM26
722,445,NSC-256942
723,446,NSC-3069
724,447,LY 163892
725,448,A 65006
726,448,A-65006
727,448,AG 1749
728,448,AG-1749
729,449,DPE
730,449,K 30081
731,450,McN-JR 4749
732,450,MCN-JR-4749
733,450,R 4749
734,450,R-4749
735,452,ANTIBIOTIQUE EF 185
736,454,IDS-NP-001
737,455,SCH-29851
738,457,CP-122991
739,458,NSC-169866
740,458,ORG-2463
741,459,RO 10-1670
742,459,RO 10-1670/000
743,459,RO-10-1670/000
744,460,BPD
745,460,BPD-MA
746,460,CL 318952
747,460,FF 18
748,461,BRL 14777
749,461,BRL-14777
750,465,BPPC
751,467,AT 2266
752,467,AT-2266
753,467,CI 919
754,467,CI-919
755,467,PD 107779
756,467,PD-107779
757,468,WR297608
758,469,RO 12-0068
759,470,Abbott 40566
760,470,ABBOTT-40566
761,470,Dea No. 7369
762,470,Dea No. 7370
763,470,J882F
764,470,NSC-134454
765,470,QCD 84924
766,470,QCD-84924
767,470,SP 104
768,470,SP-104
769,471,L 706631
770,471,MK 0476
771,471,MK 476
772,472,Lilly 103472
773,472,Lilly 110 140
774,476,LY 248686
775,476,LY-248686
776,476,LY248686
777,477,J2.794D
778,477,NSC-167745
779,477,NSC-226514
780,479,BAY 41-6551
781,480,CC-5013
782,480,CDC 501
783,480,CDC-501
784,480,ENMD 0997
785,480,SYP-1512
786,481,J22.982B
787,481,LY 139481
788,481,LY-139481
789,482,SC 58635
790,482,YM 177
791,483,F 2559
792,483,HL 8583
793,483,RP 3697
794,484,AGN-190342
795,484,UK-14304
796,485,Bayer 5488
797,485,BRL 1702
798,485,BRL-1702
799,485,P 1011
800,485,R 13423
801,485,R-13423
802,486,Cpd 109514
803,486,LY 109 514
804,488,NSC 13875
805,488,NSC-13875
806,488,RB 1515
807,489,MJ 1999
808,490,BCI-024
809,490,MJ 90221-1
810,491,Bay m 1099
811,493,CTX
812,493,HR 756
813,493,RU 24662
814,493,RU 24756
815,494,OR 611
816,494,OR-611
817,495,BW-A-509U
818,495,BW-A509U
819,495,NSC-602670
820,496,UK 88525
821,496,UK 88525-04
822,497,IDS-NO-002
823,497,N02AA05
824,497,NSC-19043
825,497,PF-00345439
826,497,PTI-821
827,499,SCH 13521
828,499,SCH-13521
829,500,McN 2559
830,500,McN 2559-21-98
831,500,MCN-2559
832,501,NSC-335308
833,501,SKF 92334
834,501,SKF-92334
835,502,MCN-JR-1625
836,502,NSC-170973
837,502,NSC-615296
838,502,R-1625
839,503,A-84538
840,503,Abbott 84538
841,503,ABBOTT-84538
842,503,ABT 538
843,503,ABT-538
844,503,DRG-0244
845,503,NSC-693184
846,503,TMC 114r
847,504,HSDB 2148
848,504,Ro-1-7700
849,507,PH 5776
850,507,PH-5776
851,508,MC 4703
852,508,SKF 4648-A
853,513,177 J.D.
854,513,CL 10304
855,513,CL-10304
856,513,CY 116
857,513,CY-116
858,513,JD 177
859,513,NSC-26154
860,513,NSC-400230
861,514,BA 2666
862,518,NSC-220008
863,518,RS-8852
864,518,SK&F-62979
865,518,SKF 62979
866,519,RU 44570
867,519,RU-44570
868,520,"L 743,872"
869,520,L 743872
870,520,MK 0991
871,522,E 2663
872,522,E-2663
873,522,Ro 11-7891
874,523,AGN 192013
875,523,AGN-192013
876,523,ALRT-1057
877,523,ALRT1057
878,523,BAL-4079
879,523,BAL4079
880,523,CCRIS 7098
881,523,LG100057
882,523,LGD1057
883,523,NSC-659772
884,524,SR 720-22
885,524,SR-720-22
886,526,JM-83
887,526,NSC-266046
888,526,RP-54780
889,526,SR-96669
890,530,"CP-358,774"
891,530,CP-358774
892,530,CP-35877401
893,530,CP358774
894,530,R-1415
895,530,RG-1415
896,531,B 518
897,531,NSC 26271
898,531,RCRA Waste Number U058
899,533,MK 966
900,533,MK 996
901,533,MK-0966
902,533,MK0966
903,535,BMY-28488
904,535,CI 983
905,535,CI-983
906,535,FK 482
907,535,FK-482
908,537,BAY Q 3939
909,537,BAY-Q-3939
910,537,BAYQ3939
911,537,J01MA02
912,538,MP 1177
913,538,MP-1177
914,539,GTX-006
915,539,J33.157K
916,540,NCI-169453
917,541,L 37231
918,541,NSC 67574
919,542,CGS-14824A
920,543,"CL 67,772"
921,543,CL 67772
922,543,"CL-67,772"
923,543,CL-67772
924,544,NSC-19893
925,544,RO 2-9757
926,546,"U-41,123"
927,546,U-41123
928,547,A-41-304
929,547,A-41304
930,547,Hoe 304
931,547,HOE-304
932,547,J83.644C
933,547,R 2113
934,547,R-2113
935,548,ZK 62498
936,548,ZK-62498
937,549,"ICI 204,219"
938,549,"ICI-204,219"
939,549,ICI-204219
940,550,NSC-6498
941,550,NSC-70461
942,552,CI 825
943,552,CI-825
944,552,NSC 218321
945,552,NSC-218321
946,552,PD 81565
947,552,PD-81565
948,552,PD-ADI
949,552,YK-176
950,553,NSC-45923
951,554,"CP-16,171"
952,555,BW 430 C
953,555,BW 430C
954,555,BW-430C
955,555,GW 273293
956,556,DMP 115
957,556,DMP-115
958,556,FC 218
959,556,FS-069
960,556,FS069
961,556,MRX-115
962,557,U.C.B-4492
963,558,GG-167
964,558,GG167
965,558,GR 121167X
966,558,GR-121167
967,558,GR-121167X
968,560,CL-329998
969,560,CL-331002
970,560,DMG-DMDOT
971,560,DMG-MINO
972,560,GAR 936
973,560,GAR-936
974,560,TBG-MINO
975,560,WAY-GAR-936
976,562,P 1393
977,563,CL 14377
978,563,CL-14377
979,563,EMT 25299
980,563,EMT-25299
981,563,NSC-740
982,563,R 9985
983,563,R-9985
984,564,G 32 883
985,564,G-32883
986,564,GEIGY 32883
987,564,NSC-169864
988,564,SPD417
989,566,RO 1-7977
990,567,LILLY-66873
991,567,S-6437
992,568,5-23-01-00233
993,568,516 MD
994,568,516-MD
995,568,BRN 0626121
996,568,R 1575
997,568,R 516
998,570,NSC-47842
999,571,AY 20694
1000,571,AY-20694
1001,572,NSC 61810
1002,573,69323
1003,573,Lilly 53858
1004,573,LILLY-53858
1005,574,DEA No. 1670
1006,574,S 768
1007,575,M-5041T
1008,575,SKF 34427
1009,575,ST 155
1010,575,ST 155-BS
1011,577,256 U 87
1012,578,BRL 2064
1013,578,CP 15639-2
1014,578,NSC 111071
1015,579,42-548
1016,579,AN 488
1017,579,DEA No. 1605
1018,582,DRG-0301
1019,582,"UK-109,496"
1020,582,UK-109496
1021,583,ST 261
1022,584,L 154739-01 D
1023,584,MK 421
1024,585,LY-139037
1025,586,ISV-205
1026,587,RO 24-5913
1027,587,RO-24-5913
1028,588,CCI 18781
1029,588,CCI-18781
1030,588,PF-00241939
1031,589,MIP 2204
1032,589,SH 31072 B
1033,591,NSC-92339
1034,592,FEMA NO. 4250
1035,592,P02CB01
1036,593,CI-366
1037,593,"CN-10,395"
1038,593,CN-10395
1039,593,PM-671
1040,594,MK 870
1041,597,Gd-HP-DO 3A
1042,597,SQ 32692
1043,601,INF 0026
1044,601,PNU 100766
1045,601,U 100
1046,601,U 100766
1047,601,U 766
1048,601,"U-100,766"
1049,601,U-100766
1050,602,L 640471
1051,602,L-640471
1052,602,MK 933
1053,602,MK-0933
1054,602,MK-933
1055,603,NSC-21171
1056,603,NSC-26386
1057,604,R 51619
1058,604,"R-51,619"
1059,604,R-51619
1060,606,"Lilly 35,483"
1061,609,1314 TH
1062,609,1314-TH
1063,609,Bayer 5312
1064,609,NSC-255115
1065,611,BC-2627
1066,611,levo-BC 2627
1067,611,LEVO-BC-2627
1068,612,"CL 297,939"
1069,612,CL 297939
1070,612,EMD 33 512
1071,612,EMD 33512
1072,613,NSC-13453
1073,613,S. N. 10751
1074,613,"SN 10,751"
1075,614,USAF EA-1
1076,615,LM 427
1077,615,LM-427
1078,616,"UK-79,300"
1079,616,UK-79300
1080,619,CGP-57148B
1081,621,CB 8075
1082,621,NSC-67068
1083,621,SC 11585
1084,621,SC-11585
1085,623,SQ 10733
1086,623,Squibb 16144
1087,624,4-08-00-00979
1088,624,BRN 3170544
1089,624,CCRIS 7082
1090,624,EINECS 206-253-5
1091,624,EINECS 227-712-6
1092,624,NSC-17591
1093,624,NSC-9700
1094,625,DMP 266
1095,625,L 743726
1096,626,NSC-45737
1097,627,NSC-169454
1098,628,4306-CB FREE ACID
1099,628,4311 CB
1100,628,Abbott 35616
1101,628,AH 3232
1102,628,CB 4306
1103,628,Ro 6-6616
1104,628,TR 19119
1105,629,BR 750
1106,629,FLA 137
1107,629,GBZ
1108,629,NSC-68982
1109,629,SD 15468
1110,629,Wy 8678
1111,629,WY-8678
1112,630,G 704650
1113,630,GTH 4
1114,630,L 670
1115,630,L 670452
1116,630,MK 217
1117,631,C1-F-Ara-A
1118,631,CAfdA
1119,632,IK-2
1120,632,Lanette 22
1121,633,MPV 1440
1122,633,MPV-1440
1123,633,TPU 006
1124,634,NSC-63871
1125,635,NSC-10023
1126,636,AY-61123
1127,636,ICI 28257
1128,636,ICI-28257
1129,636,NSC-79389
1130,637,BRN 4830190
1131,637,R 42512
1132,637,"R 43,512"
1133,637,R43512
1134,639,RS 35887
1135,639,RS 35887-00-10-3
1136,639,RS 35887-10-3
1137,640,SR 96225
1138,640,SR-96225
1139,640,USAF CB-10
1140,641,MK 733
1141,641,MK-0733
1142,641,MK-733
1143,642,LY-231514
1144,642,LY231514
1145,642,NSC-698037
1146,643,NSC-184849
1147,643,"R 17,635"
1148,643,R 17635
1149,643,R-17635
1150,644,Abbott 41070
1151,644,AY 24031
1152,644,Hoe 471
1153,644,RU 19847
1154,647,IDS-ND-004(SECT.2)
1155,647,J5.928E
1156,647,L 16298
1157,647,SK 65
1158,647,SK-65
1159,648,CB 313
1160,648,CB-313
1161,648,NSC 38721
1162,649,BMY 27857
1163,649,BMY-27857
1164,649,d4T
1165,649,NSC-163661
1166,652,CS 350
1167,652,NIH 7958
1168,652,Win 20228
1169,654,PHXA 41
1170,654,PHXA-41
1171,654,PHXA41
1172,654,T-2345
1173,654,T2345
1174,654,XA 41
1175,654,XA-41
1176,654,XA41
1177,655,WAY 164397
1178,656,J10.767K
1179,658,GT 16026 A
1180,658,GT 335-012
1181,660,AHR 438
1182,661,"CP-16,533-1"
1183,661,D-365
1184,663,NSC-54702
1185,663,RS 2177
1186,663,U 10974
1187,663,"U-10,974"
1188,663,U-10974
1189,664,AS-18908
1190,664,NSC-110433
1191,664,WR 4629
1192,665,RU 23908
1193,665,RU-23908
1194,666,RS-94991-298
1195,668,NSC-62786
1196,669,GR 43175 A
1197,669,GR 43175 C
1198,669,GR 43175 X
1199,669,NP101
1200,669,SN 308
1201,670,ACI-91
1202,670,L-S519
1203,671,FK 027
1204,671,FR 17027
1205,672,Hoechst 18810
1206,672,P 607
1207,672,U 9818
1208,673,L 754030
1209,673,"L-754,030"
1210,673,L-754939
1211,673,MK-0869
1212,673,MK-869
1213,674,NSC-100058
1214,675,ICI 47699
1215,675,ICI-47699
1216,676,FEMA NO. 2138
1217,676,NSC-8081
1218,677,T-1703
1219,677,TL 466
1220,678,DUP 89
1221,678,HGP-1405
1222,678,HGP1405
1223,678,MK594
1224,679,TP-21
1225,680,EN-313
1226,680,G 214
1227,681,NSC-527017
1228,681,RP 17774
1229,683,Dea No. 2884
1230,683,Ro 21-3981/001
1231,683,Ro 21-3981/003
1232,684,47663
1233,684,Lilly 47663
1234,684,SPRC-AB01
1235,685,CP-99219
1236,686,CB-8061
1237,686,PZ 68
1238,686,SP 54
1239,687,StC 1400
1240,687,U 5963
1241,688,168396
1242,688,RS 61443
1243,688,RS-61443
1244,690,ID 480
1245,690,Ro 5-6901
1246,691,RS-10085
1247,692,C 7337
1248,692,C 7337 Ciba
1249,693,CI 45350:1
1250,694,DNR
1251,694,FI 6339
1252,694,NSC 82151
1253,694,RCRA Waste No. U059
1254,694,RP 13057
1255,694,RP-13057
1256,695,LB-502
1257,695,NSC-269420
1258,697,AN 021
1259,697,DS 103-282
1260,698,NSC-2107
1261,698,NSC-44150
1262,698,USAF EA-2
1263,699,FI-6714
1264,700,SC-66110
1265,700,SC-6611O
1266,701,141 W 94
1267,701,141W94
1268,701,KVX 478
1269,701,KVX-478
1270,701,VX-478
1271,703,L 584601
1272,703,L-584601
1273,703,VVP-808
1274,703,VVP808
1275,704,EN-1639 A
1276,704,PTI-901
1277,704,UM 792
1278,705,U 90152 S
1279,706,HGP-0412
1280,706,HIP-1402
1281,706,HIP1402
1282,706,LY 253351
1283,706,Y 617
1284,706,YM 12617-1
1285,706,YM-617
